주성분,복합제구분,복합제성분,약효분류,금기내용,비고,DUR성분영문명,DUR성분코드,병용금기DUR성분코드,병용금기DUR성분명,병용금기DUR성분영문명,병용금기주성분
[M223162]옥시메타졸린염산염/[M223162]옥시메타졸린염산염/[M223162]옥시메타졸린염산염/[M223162]옥시메타졸린염산염,단일,-,이비과용제,고혈압초래가능혈관수축작용으로혈압상승가능,-,OxymetazolineHydrochloride,D001091,D000466,염산노르트립틸린,NortriptylineHydrochloride,[M050132]염산노르트립틸린
[M223162]옥시메타졸린염산염/[M223211]클로르페니라민말레산염/[M256386]글리시리진산이칼륨/[M279321]염화세틸피리디늄,단일,-,이비과용제,고혈압초래가능혈관수축작용으로혈압상승가능,-,OxymetazolineHydrochloride,D001091,D000466,염산노르트립틸린,NortriptylineHydrochloride,[M050132]염산노르트립틸린
[M223162]옥시메타졸린염산염/[M223162]옥시메타졸린염산염/[M223162]옥시메타졸린염산염/[M223162]옥시메타졸린염산염/[M223162]옥시메타졸린염산염,단일,-,이비과용제,고혈압초래가능혈관수축작용으로혈압상승가능,-,OxymetazolineHydrochloride,D001091,D000466,염산노르트립틸린,NortriptylineHydrochloride,[M050132]염산노르트립틸린
[M223162]옥시메타졸린염산염/[M223162]옥시메타졸린염산염,단일,-,이비과용제,고혈압초래가능혈관수축작용으로혈압상승가능,-,OxymetazolineHydrochloride,D001091,D000466,염산노르트립틸린,NortriptylineHydrochloride,[M050132]염산노르트립틸린
[M071691]피모짓,단일,-,정신신경용제,QT연장,-,Pimozide,D000213,D000466,염산노르트립틸린,NortriptylineHydrochloride,[M050132]염산노르트립틸린
[M258880]아만타딘황산염,단일,-,기타의중추신경용약,amantadine의효과저해,-,AmantadineSulfate,D000343,D000781,페르페나진,Perphenazine,[M091367]페르페나진
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000506,디클로페낙나트륨,DiclofenacSodium,[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨/[M050288]디클로페낙나트륨
[M086785]이오비트리돌,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iobitridol,D000760,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M263350]에보글립틴타르타르산염/[M244179]메트포르민염산염
[M088960]이오헥솔,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iohexol,D000669,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M267839]다파글리플로진
[M086785]이오비트리돌,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iobitridol,D000760,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M267839]다파글리플로진
[M088268]이오메프롤,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iomeprol,D000364,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M267839]다파글리플로진
[M085282]사이클로스포린,단일,-,안과용제,신독성증가,48시간이내병용금기,Cyclosporine,D000334,D000279,타크로리무스수화물,TacrolimusHydrate,[M089193]타크로리무스수화물/[M089193]타크로리무스수화물/[M089193]타크로리무스수화물
[M085565]시클로스포린,단일,-,안과용제,신독성증가,48시간이내병용금기,Cyclosporine,D000334,D000279,타크로리무스수화물,TacrolimusHydrate,[M089193]타크로리무스수화물/[M089193]타크로리무스수화물/[M089193]타크로리무스수화물
[M085282]사이클로스포린/[M085282]사이클로스포린,단일,-,안과용제,신독성증가,48시간이내병용금기,Cyclosporine,D000334,D000279,타크로리무스수화물,TacrolimusHydrate,[M089193]타크로리무스수화물/[M089193]타크로리무스수화물/[M089193]타크로리무스수화물
[M088960]이오헥솔,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iohexol,D000669,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M263350]에보글립틴타르타르산염
[M086785]이오비트리돌,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iobitridol,D000760,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M263350]에보글립틴타르타르산염
[M088268]이오메프롤,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iomeprol,D000364,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M263350]에보글립틴타르타르산염
[M088960]이오헥솔,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iohexol,D000669,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M263350]에보글립틴타르타르산염/[M244179]메트포르민염산염
[M085529]이오파미돌,단일,-,X선조영제,급성신부전,-,Iopamidol,D000267,D000718,메트포르민염산염,MetforminHydrochloride,[M244179]메트포르민염산염/[M267839]다파글리플로진
[M102733]보센탄수화물,단일,-,혈압강하제,보센탄의혈중농도증가,-,BosentanHydrate,D000015,D000279,타크로리무스수화물,TacrolimusHydrate,[M089193]타크로리무스수화물/[M089193]타크로리무스수화물/[M089193]타크로리무스수화물
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000452,아스피린장용과립,AspirinEntericGranules,[M081776]아스피린장용과립
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000083,니메술리드,Nimesulide,[M082649]니메술리드/[M082649]니메술리드
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000363,이부프로펜,Ibuprofen,[M051259]이부프로펜/[M255360]알릴이소프로필아세틸우레아/[M223183]카페인무수물
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000363,이부프로펜,Ibuprofen,[M051259]이부프로펜/[M255360]알릴이소프로필아세틸우레아/[M223183]카페인무수물
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000363,이부프로펜,Ibuprofen,[M051259]이부프로펜/[M255360]알릴이소프로필아세틸우레아/[M223183]카페인무수물/[M040262]산화마그네슘
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000363,이부프로펜,Ibuprofen,[M051259]이부프로펜/[M255360]알릴이소프로필아세틸우레아/[M223183]카페인무수물/[M040262]산화마그네슘
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000672,케토프로펜,Ketoprofen,[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000672,케토프로펜,Ketoprofen,[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜/[M051464]케토프로펜
[M222836]독시사이클린수화물,단일,-,주로그람양성|음성균|리케치아|비루스에작용하는것,두개내고혈압,-,DoxycyclineHydrate,D000503,D000758,이소트레티노인,Isotretinoin,[M088250]이소트레티노인/[M088250]이소트레티노인/[M088250]이소트레티노인
[M020027]독시사이클린하이클레이트,단일,-,주로그람양성|음성균|리케치아|비루스에작용하는것,두개내고혈압,-,DoxycyclineHyclate,D000503,D000758,이소트레티노인,Isotretinoin,[M088250]이소트레티노인/[M088250]이소트레티노인/[M088250]이소트레티노인
[M222960]독시사이클린하이클레이트수화물,단일,-,주로그람양성|음성균|리케치아|비루스에작용하는것,두개내고혈압,-,DoxycyclineHyclateHydrate,D000503,D000758,이소트레티노인,Isotretinoin,[M088250]이소트레티노인/[M088250]이소트레티노인/[M088250]이소트레티노인
[M222960]독시사이클린하이클레이트수화물/[M222960]독시사이클린하이클레이트수화물,단일,-,주로그람양성|음성균|리케치아|비루스에작용하는것,두개내고혈압,-,DoxycyclineHyclateHydrate,D000503,D000758,이소트레티노인,Isotretinoin,[M088250]이소트레티노인/[M088250]이소트레티노인/[M088250]이소트레티노인
[M262752]소포스부비르/[M281345]벨파타스비르,단일,-,기타의화학요법제,항바이러스제의혈중농도증가로부작용발생위험증가,-,Sofosbuvir,D001071,D001081,리파부틴,Rifabutin,[M089091]리파부틴
[M262752]소포스부비르,단일,-,기타의화학요법제,항바이러스제의혈중농도증가로부작용발생위험증가,-,Sofosbuvir,D001071,D001081,리파부틴,Rifabutin,[M089091]리파부틴
[M262752]소포스부비르/[M281345]벨파타스비르/[M282286]복실라프레비르,단일,-,기타의화학요법제,항바이러스제의혈중농도증가로부작용발생위험증가,-,Sofosbuvir,D001071,D001081,리파부틴,Rifabutin,[M089091]리파부틴
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000693,데가렐릭스,Degarelix,[M256795]데가렐릭스
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000693,데가렐릭스,Degarelix,[M256795]데가렐릭스
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000693,데가렐릭스,Degarelix,[M256795]데가렐릭스
[M081091]돔페리돈/[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000693,데가렐릭스,Degarelix,[M256795]데가렐릭스
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000693,데가렐릭스,Degarelix,[M256795]데가렐릭스
[M085595]말레인산돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000693,데가렐릭스,Degarelix,[M256795]데가렐릭스
[M085595]말레인산돔페리돈/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000693,데가렐릭스,Degarelix,[M256795]데가렐릭스
[M088960]이오헥솔,단일,-,X선조영제,기능적신부전에의해유산산성증촉진,-,Iohexol,D000669,D000718,메트포르민염산염,MetforminHydrochloride,[M223014]메트포르민염산염/[M086024]글리메피리드/[M223014]메트포르민염산염/[M086024]글리메피리드
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000452,아스피린장용과립,AspirinEntericGranules,[M081776]아스피린장용과립
[M253534]미로데나필,단일,-,기타의비뇨생식기관및항문용약,동일계열병용투여금기,-,Mirodenafil,D000128,D000569,유데나필,Udenafil,[M102602]유데나필
[M214384]염산미로데나필,단일,-,기타의비뇨생식기관및항문용약,동일계열병용투여금기,-,MirodenafilHydrochloride,D000128,D000569,유데나필,Udenafil,[M102602]유데나필
[M252789]실데나필시트르산염/[M252789]실데나필시트르산염/[M252789]실데나필시트르산염,단일,-,기타의비뇨생식기관및항문용약,동일계열병용투여금기,-,SildenafilCitrate,D000246,D000569,유데나필,Udenafil,[M102602]유데나필
[M222885]케토롤락트로메타민염,단일,-,해열.진통.소염제,상가적인위장관궤양|출혈의위험,-,KetorolacTromethamine,D000274,D000525,록소프로펜나트륨수화물,LoxoprofenSodiumHydrate,[M222839]록소프로펜나트륨수화물/[M222839]록소프로펜나트륨수화물/[M222839]록소프로펜나트륨수화물/[M222839]록소프로펜나트륨수화물
[M084703]케토롤락트로메타민,단일,-,해열.진통.소염제,중증의위장관계이상반응,-,KetorolacTromethamine,D000274,D000083,니메술리드,Nimesulide,[M082649]니메술리드/[M082649]니메술리드
[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000470,염산온단세트론이수화물,OndansetronHydrochlorideHydrate,[M086743]염산온단세트론이수화물
[M081091]돔페리돈,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,Domperidone,D000297,D000470,염산온단세트론이수화물,OndansetronHydrochlorideHydrate,[M086743]염산온단세트론이수화물
[M222961]돔페리돈말레산염/[M222961]돔페리돈말레산염,단일,-,기타의소화기관용약,QTc연장효과증대로심각한위험(TorsadedePointes|심각한심실성부정맥포함)가능성,-,DomperidoneMaleate,D000297,D000470,염산온단세트론이수화물,OndansetronHydrochlorideHydrate,[M086743]염산온단세트론이수화물
